         5864117 function calls (5727303 primitive calls) in 13.246 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.019    0.019 art3d.py:1(<module>)
        1    0.000    0.000    0.019    0.019 _geometric_slerp.py:1(<module>)
        3    0.000    0.000    0.019    0.006 fields.py:1(<module>)
      385    0.002    0.000    0.019    0.000 _util.py:308(getfullargspec_no_self)
       42    0.000    0.000    0.019    0.000 dispatcher.py:147(_)
        2    0.000    0.000    0.019    0.009 integrals.py:1(<module>)
        3    0.000    0.000    0.019    0.006 subprocess.py:461(run)
      414    0.001    0.000    0.019    0.000 __init__.py:2060(<listcomp>)
        3    0.000    0.000    0.019    0.006 compat.py:1(<module>)
        2    0.000    0.000    0.019    0.009 platform.py:360(win32_ver)
    19576    0.018    0.000    0.018    0.000 {built-in method __new__ of type object at 0x00007FFE1319C920}
    13650    0.018    0.000    0.018    0.000 {method 'search' of 're.Pattern' objects}
       14    0.000    0.000    0.018    0.001 common.py:1(<module>)
        1    0.000    0.000    0.018    0.018 distance.py:1(<module>)
    10033    0.011    0.000    0.018    0.000 inspect.py:2637(__init__)
     1656    0.001    0.000    0.018    0.000 __init__.py:2045(try_parse)
        1    0.000    0.000    0.018    0.018 dipole.py:1(<module>)
        2    0.000    0.000    0.018    0.009 platform.py:261(_syscmd_ver)
        2    0.000    0.000    0.018    0.009 subprocess.py:373(check_output)
       12    0.000    0.000    0.018    0.002 _docstring.py:79(__missing__)
      456    0.002    0.000    0.018    0.000 typing.py:483(Union)
     5368    0.007    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
33082/28815    0.007    0.000    0.018    0.000 abc.py:121(__subclasscheck__)
    25034    0.013    0.000    0.018    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
     2948    0.006    0.000    0.018    0.000 typing.py:146(_type_check)
      107    0.000    0.000    0.017    0.000 _generate_schema.py:1798(inner_handler)
     1741    0.013    0.000    0.017    0.000 sre_compile.py:292(_optimize_charset)
        1    0.000    0.000    0.017    0.017 hartree_fock.py:1(<module>)
        5    0.000    0.000    0.017    0.003 linalg.py:1(<module>)
       85    0.000    0.000    0.017    0.000 conflict.py:24(ambiguities)
     4249    0.017    0.000    0.017    0.000 {method 'sub' of 're.Pattern' objects}
       85    0.004    0.000    0.017    0.000 conflict.py:27(<setcomp>)
       85    0.000    0.000    0.017    0.000 conflict.py:56(ordering)
     3622    0.006    0.000    0.017    0.000 ntpath.py:103(join)
        1    0.000    0.000    0.017    0.017 urls.py:1(<module>)
        7    0.000    0.000    0.017    0.002 transforms.py:1(<module>)
      434    0.001    0.000    0.017    0.000 __init__.py:3188(split_sections)
        6    0.000    0.000    0.017    0.003 advantage_sampler.py:8(__init__)
   116978    0.017    0.000    0.017    0.000 {method 'endswith' of 'str' objects}
   212105    0.016    0.000    0.016    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.016    0.016 ssl_.py:1(<module>)
       34    0.000    0.000    0.016    0.000 core.py:58(_)
     2797    0.003    0.000    0.016    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      219    0.009    0.000    0.016    0.000 artist.py:1453(<listcomp>)
       16    0.000    0.000    0.016    0.001 core.py:1076(parse_string)
        1    0.000    0.000    0.016    0.016 defmatrix.py:1(<module>)
        1    0.000    0.000    0.016    0.016 differential_operators.py:1(<module>)
        1    0.000    0.000    0.016    0.016 _minimize.py:1(<module>)
        2    0.000    0.000    0.016    0.008 core.py:206(read_style_directory)
       34    0.001    0.000    0.016    0.000 _schema_validator.py:20(create_schema_validator)
        1    0.000    0.000    0.015    0.015 _hypotests.py:1(<module>)
        1    0.000    0.000    0.015    0.015 slice.py:1(<module>)
        1    0.000    0.000    0.015    0.015 url.py:1(<module>)
      735    0.001    0.000    0.015    0.000 abc.py:105(__new__)
     9131    0.007    0.000    0.015    0.000 ntpath.py:51(normcase)
     1046    0.015    0.000    0.015    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.014    0.014 geo.py:1(<module>)
      397    0.009    0.000    0.014    0.000 doccer.py:180(indentcount_lines)
        2    0.000    0.000    0.014    0.007 test.py:1(<module>)
      414    0.000    0.000    0.014    0.000 __init__.py:1420(has_metadata)
        6    0.000    0.000    0.014    0.002 community_detection.py:98(__init__)
        1    0.000    0.000    0.014    0.014 _axes.py:65(Axes)
     3923    0.006    0.000    0.014    0.000 ntpath.py:87(isabs)
        1    0.000    0.000    0.014    0.014 matexpr.py:1(<module>)
      464    0.014    0.000    0.014    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.014    0.014 bsplines.py:1(<module>)
    50758    0.014    0.000    0.014    0.000 sre_parse.py:234(__next)
       85    0.002    0.000    0.014    0.000 conflict.py:62(<listcomp>)
        6    0.001    0.000    0.014    0.002 community_detection.py:144(_set_objective_function)
        5    0.013    0.003    0.014    0.003 coders.py:71(<listcomp>)
       94    0.000    0.000    0.013    0.000 dataclasses.py:1156(dataclass)
      414    0.001    0.000    0.013    0.000 __init__.py:2597(from_location)
     2158    0.001    0.000    0.013    0.000 {built-in method builtins.next}
      976    0.001    0.000    0.013    0.000 __init__.py:728(__setitem__)
       94    0.006    0.000    0.013    0.000 enum.py:180(__new__)
  157/105    0.001    0.000    0.013    0.000 _generate_schema.py:760(match_type)
23891/23819    0.007    0.000    0.013    0.000 logic.py:403(__new__)
       34    0.000    0.000    0.013    0.000 _loader.py:21(get_plugins)
      126    0.001    0.000    0.013    0.000 _distn_infrastructure.py:674(_construct_argparser)
      367    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        1    0.000    0.000    0.013    0.013 arrow.py:1(<module>)
        1    0.000    0.000    0.013    0.013 power.py:1(<module>)
      270    0.001    0.000    0.013    0.000 _decorators.py:363(decorator)
        2    0.000    0.000    0.013    0.006 intersection.py:1(<module>)
        1    0.000    0.000    0.013    0.013 products.py:1(<module>)
      204    0.000    0.000    0.013    0.000 _core_utils.py:400(walk_core_schema)
   511/16    0.001    0.000    0.013    0.001 core.py:776(_parseNoCache)
       16    0.000    0.000    0.013    0.001 util.py:1(<module>)
     3058    0.007    0.000    0.012    0.000 functools.py:35(update_wrapper)
        2    0.000    0.000    0.012    0.006 appdirs.py:1(<module>)
   108/16    0.000    0.000    0.012    0.001 core.py:3861(parseImpl)
        1    0.000    0.000    0.012    0.012 facts.py:94(deduce_alpha_implications)
       72    0.012    0.000    0.012    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      367    0.001    0.000    0.012    0.000 <frozen zipimport>:64(__init__)
      161    0.005    0.000    0.012    0.000 __init__.py:328(namedtuple)
        2    0.000    0.000    0.012    0.006 loader.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _pickle.py:1(<module>)
        1    0.000    0.000    0.012    0.012 offsetbox.py:1(<module>)
        4    0.000    0.000    0.012    0.003 parser.py:1(<module>)
     6326    0.010    0.000    0.012    0.000 <frozen importlib._bootstrap>:100(acquire)
     7783    0.005    0.000    0.012    0.000 {built-in method builtins.max}
    34262    0.008    0.000    0.012    0.000 sre_parse.py:165(__getitem__)
 3194/275    0.002    0.000    0.012    0.000 _core_utils.py:196(walk)
        1    0.000    0.000    0.012    0.012 axis.py:1(<module>)
33082/28815    0.011    0.000    0.012    0.000 {built-in method _abc._abc_subclasscheck}
      207    0.000    0.000    0.012    0.000 __init__.py:629(entry_points)
        1    0.000    0.000    0.012    0.012 compile.py:1(<module>)
     2427    0.001    0.000    0.012    0.000 re.py:202(sub)
     5598    0.001    0.000    0.012    0.000 conflict.py:19(ambiguous)
       16    0.000    0.000    0.012    0.001 _axis_nan_policy.py:371(axis_nan_policy_decorator)
       19    0.000    0.000    0.012    0.001 _distn_infrastructure.py:3180(__init__)
     3960    0.004    0.000    0.012    0.000 <frozen importlib._bootstrap>:71(__init__)
     1581    0.012    0.000    0.012    0.000 {method 'findall' of 're.Pattern' objects}
    12018    0.003    0.000    0.012    0.000 conflict.py:43(edge)
        1    0.004    0.004    0.012    0.012 facts.py:74(transitive_closure)
    90538    0.012    0.000    0.012    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.012    0.012 circuit_graph.py:1(<module>)
        1    0.000    0.000    0.012    0.012 numerictypes.py:1(<module>)
      107    0.001    0.000    0.012    0.000 _distn_infrastructure.py:1966(_attach_methods)
        1    0.000    0.000    0.011    0.011 _model_construction.py:1(<module>)
        1    0.000    0.000    0.011    0.011 doctest.py:1(<module>)
 3187/275    0.003    0.000    0.011    0.000 _core_utils.py:199(_walk)
     2684    0.006    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        6    0.000    0.000    0.011    0.002 platform.py:940(machine)
       12    0.000    0.000    0.011    0.001 platform.py:814(uname)
        2    0.000    0.000    0.011    0.006 _parser.py:1(<module>)
        5    0.000    0.000    0.011    0.002 advantage_sampler.py:45(update_community)
      126    0.000    0.000    0.011    0.000 _distn_infrastructure.py:660(_attach_argparser_methods)
      447    0.000    0.000    0.011    0.000 artist.py:1539(number_of_parameters)
    10050    0.006    0.000    0.011    0.000 typing.py:986(__setattr__)
      208    0.000    0.000    0.011    0.000 __init__.py:3285(<genexpr>)
        1    0.000    0.000    0.011    0.011 polar.py:1(<module>)
        2    0.000    0.000    0.011    0.005 subprocess.py:1110(communicate)
        1    0.000    0.000    0.011    0.011 base_events.py:1(<module>)
       97    0.000    0.000    0.011    0.000 docscrape.py:384(_parse)
        1    0.000    0.000    0.011    0.011 summations.py:1(<module>)
 2581/296    0.001    0.000    0.011    0.000 _core_utils.py:206(_handle_other_schemas)
    11126    0.005    0.000    0.011    0.000 enum.py:359(__call__)
        1    0.000    0.000    0.011    0.011 lines.py:1(<module>)
       10    0.001    0.000    0.011    0.001 models.py:906(text)
      207    0.000    0.000    0.011    0.000 __init__.py:2795(activate)
        1    0.000    0.000    0.011    0.011 initialise.py:1(<module>)
      143    0.000    0.000    0.011    0.000 _decorators.py:484(__call__)
        2    0.000    0.000    0.010    0.005 warnings.py:1(<module>)
        1    0.000    0.000    0.010    0.010 core_schema.py:1(<module>)
   119527    0.010    0.000    0.010    0.000 {method 'lstrip' of 'str' objects}
     6326    0.009    0.000    0.010    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.010    0.010 _type_aliases.py:1(<module>)
38873/38630    0.008    0.000    0.010    0.000 logic.py:236(__hash__)
        2    0.000    0.000    0.010    0.005 series.py:1(<module>)
      447    0.002    0.000    0.010    0.000 sre_compile.py:560(_compile_info)
      414    0.000    0.000    0.010    0.000 __init__.py:2584(__init__)
        3    0.000    0.000    0.010    0.003 function.py:1(<module>)
     3248    0.005    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
      338    0.009    0.000    0.010    0.000 {built-in method io.open}
       94    0.001    0.000    0.010    0.000 dataclasses.py:527(_init_fn)
        1    0.000    0.000    0.010    0.010 ansitowin32.py:1(<module>)
      354    0.007    0.000    0.010    0.000 {built-in method builtins.eval}
      221    0.001    0.000    0.010    0.000 function.py:122(arity)
       74    0.001    0.000    0.010    0.000 typing_extensions.py:841(__new__)
        1    0.000    0.000    0.010    0.010 _linprog.py:1(<module>)
        5    0.000    0.000    0.010    0.002 models.py:790(apparent_encoding)
       16    0.000    0.000    0.010    0.001 _docscrape.py:563(__init__)
        5    0.000    0.000    0.010    0.002 legacy.py:8(detect)
        1    0.000    0.000    0.010    0.010 regions.py:1(<module>)
        5    0.005    0.001    0.010    0.002 api.py:33(from_bytes)
        2    0.000    0.000    0.010    0.005 common.py:8(pyparsing_common)
  342/228    0.001    0.000    0.009    0.000 _core_utils.py:323(handle_model_fields_schema)
     5598    0.004    0.000    0.009    0.000 conflict.py:12(consistent)
    75907    0.009    0.000    0.009    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.009    0.009 utils.py:636(ondisk)
        1    0.000    0.000    0.009    0.009 describe.py:1(<module>)
        3    0.000    0.000    0.009    0.003 datetimes.py:1(<module>)
    14616    0.006    0.000    0.009    0.000 conflict.py:7(supercedes)
    71/37    0.000    0.000    0.009    0.000 core.py:4373(parseImpl)
        1    0.000    0.000    0.009    0.009 font_manager.py:1(<module>)
        3    0.000    0.000    0.009    0.003 dense.py:1(<module>)
     3529    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.009    0.009 algorithms.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _json.py:1(<module>)
    53/27    0.000    0.000    0.009    0.000 core.py:4108(parseImpl)
       29    0.000    0.000    0.009    0.000 _model_construction.py:462(set_model_fields)
      208    0.001    0.000    0.009    0.000 __init__.py:919(read_text)
        1    0.000    0.000    0.009    0.009 image.py:1(<module>)
 4928/135    0.004    0.000    0.009    0.000 copy.py:128(deepcopy)
    21680    0.009    0.000    0.009    0.000 {method 'split' of 'str' objects}
      165    0.000    0.000    0.009    0.000 _make.py:298(_compile_and_eval)
        1    0.000    0.000    0.009    0.009 core.py:420(__init__)
     1758    0.001    0.000    0.009    0.000 __init__.py:2077(<genexpr>)
        1    0.000    0.000    0.009    0.009 sessions.py:1(<module>)
      187    0.001    0.000    0.009    0.000 _generate_schema.py:1760(_get_prepare_pydantic_annotations_for_known_type)
        5    0.000    0.000    0.009    0.002 base.py:539(create_session)
        1    0.000    0.000    0.009    0.009 ewm.py:1(<module>)
       94    0.001    0.000    0.009    0.000 __init__.py:1410(_preprocess_data)
5490/1111    0.007    0.000    0.009    0.000 sre_parse.py:175(getwidth)
      970    0.000    0.000    0.009    0.000 artist.py:1545(is_alias)
        1    0.000    0.000    0.009    0.009 _morestats.py:1(<module>)
    22156    0.004    0.000    0.009    0.000 {built-in method builtins.all}
    89029    0.009    0.000    0.009    0.000 {method 'rstrip' of 'str' objects}
